,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,year,decade,total_ace,name,grand_slams,most_recent_gs
165,2009-540,Wimbledon,Grass,128,G,20090622,127,103819,2.0,,Roger Federer,R,185.0,SUI,27.871321013,104053,6.0,,Andy Roddick,R,188.0,USA,26.8117727584,5-7 7-6(6) 7-6(5) 3-6 16-14,5,F,256.0,50.0,4.0,197.0,127.0,113.0,42.0,37.0,3.0,5.0,27.0,4.0,239.0,169.0,140.0,31.0,38.0,6.0,7.0,2.0,10620.0,6.0,4310.0,2009,2000s,77.0,Roger Federer,20,2018
166,2009-560,US Open,Hard,128,G,20090831,127,105223,6.0,,Juan Martin del Potro,R,198.0,ARG,20.9363449692,103819,1.0,,Roger Federer,R,185.0,SUI,28.0629705681,3-6 7-6(5) 4-6 7-6(4) 6-2,5,F,246.0,8.0,6.0,171.0,112.0,81.0,33.0,25.0,17.0,22.0,14.0,11.0,181.0,93.0,67.0,48.0,26.0,10.0,15.0,6.0,5325.0,1.0,12040.0,2009,2000s,22.0,Juan Martin del Potro,1,2009
167,2009-580,Australian Open,Hard,128,G,20090119,127,104745,1.0,,Rafael Nadal,L,185.0,ESP,22.6310746064,103819,2.0,,Roger Federer,R,185.0,SUI,27.4496919918,7-5 3-6 7-6(3) 3-6 6-2,5,F,259.0,4.0,4.0,175.0,112.0,74.0,30.0,24.0,13.0,19.0,11.0,6.0,172.0,89.0,65.0,38.0,26.0,9.0,16.0,1.0,13160.0,2.0,10700.0,2009,2000s,15.0,Rafael Nadal,20,2020
168,2010-580,Australian Open,Hard,128,G,20100118,127,103819,1.0,,Roger Federer,R,185.0,SUI,28.4462696783,104918,5.0,,Andy Murray,R,190.0,GBR,22.6803559206,6-3 6-4 7-6(11),5,F,161.0,11.0,2.0,112.0,75.0,54.0,22.0,16.0,6.0,8.0,10.0,4.0,104.0,58.0,40.0,24.0,15.0,8.0,12.0,1.0,10550.0,4.0,6780.0,2010,2010s,21.0,Roger Federer,20,2018
169,2010-520,Roland Garros,Clay,128,G,20100524,127,104745,2.0,,Rafael Nadal,L,185.0,ESP,23.9726214921,104417,5.0,,Robin Soderling,R,193.0,SWE,25.7741273101,6-4 6-2 6-4,5,F,138.0,7.0,1.0,90.0,69.0,51.0,13.0,14.0,8.0,8.0,7.0,4.0,91.0,51.0,33.0,22.0,14.0,8.0,12.0,2.0,6880.0,7.0,4755.0,2010,2010s,14.0,Rafael Nadal,20,2020
170,2010-540,Wimbledon,Grass,128,G,20100621,127,104745,2.0,,Rafael Nadal,L,185.0,ESP,24.0492813142,104607,12.0,,Tomas Berdych,R,196.0,CZE,24.758384668,6-3 7-5 6-4,5,F,133.0,5.0,3.0,90.0,62.0,48.0,18.0,15.0,4.0,4.0,13.0,0.0,81.0,48.0,35.0,19.0,16.0,2.0,6.0,1.0,8745.0,13.0,2825.0,2010,2010s,18.0,Rafael Nadal,20,2020
171,2010-560,US Open,Hard,128,G,20100830,127,104745,1.0,,Rafael Nadal,L,185.0,ESP,24.2409308693,104925,3.0,,Novak Djokovic,R,188.0,SRB,23.2744695414,6-4 5-7 6-4 6-2,5,F,223.0,8.0,2.0,112.0,75.0,55.0,21.0,20.0,1.0,4.0,5.0,4.0,143.0,94.0,61.0,22.0,20.0,20.0,25.0,1.0,10745.0,3.0,6665.0,2010,2010s,13.0,Rafael Nadal,20,2020
172,2011-580,Australian Open,Hard,128,G,20110117,127,104925,3.0,,Novak Djokovic,R,188.0,SRB,23.6577686516,104918,5.0,,Andy Murray,R,190.0,GBR,23.6769336071,6-4 6-2 6-3,5,F,159.0,5.0,0.0,75.0,48.0,35.0,15.0,14.0,1.0,4.0,6.0,4.0,109.0,59.0,37.0,16.0,13.0,11.0,18.0,3.0,6240.0,5.0,5760.0,2011,2010s,11.0,Novak Djokovic,18,2021
173,2011-520,Roland Garros,Clay,128,G,20110522,127,104745,1.0,,Rafael Nadal,L,185.0,ESP,24.9691991786,103819,3.0,,Roger Federer,R,185.0,SUI,29.787816564,7-5 7-6(3) 5-7 6-1,5,F,220.0,4.0,3.0,147.0,106.0,69.0,21.0,22.0,10.0,15.0,11.0,1.0,126.0,80.0,55.0,18.0,21.0,8.0,15.0,1.0,12070.0,3.0,8390.0,2011,2010s,15.0,Rafael Nadal,20,2020
174,2011-540,Wimbledon,Grass,128,G,20110620,127,104925,2.0,,Novak Djokovic,R,188.0,SRB,24.0793976728,104745,1.0,,Rafael Nadal,L,185.0,ESP,25.0458590007,6-4 6-1 1-6 6-3,5,F,148.0,7.0,1.0,95.0,69.0,50.0,14.0,17.0,3.0,6.0,5.0,1.0,82.0,64.0,43.0,8.0,16.0,1.0,6.0,2.0,12005.0,1.0,12070.0,2011,2010s,12.0,Novak Djokovic,18,2021
175,2011-560,US Open,Hard,128,G,20110829,127,104925,1.0,,Novak Djokovic,R,188.0,SRB,24.2710472279,104745,2.0,,Rafael Nadal,L,185.0,ESP,25.2375085558,6-2 6-4 6-7(3) 6-1,5,F,250.0,7.0,1.0,127.0,84.0,55.0,19.0,19.0,8.0,14.0,2.0,3.0,141.0,96.0,50.0,19.0,18.0,15.0,27.0,1.0,13920.0,2.0,11420.0,2011,2010s,9.0,Novak Djokovic,18,2021
176,2012-580,Australian Open,Hard,128,G,20120116,127,104925,1.0,,Novak Djokovic,R,188.0,SRB,24.6543463381,104745,2.0,,Rafael Nadal,L,185.0,ESP,25.620807666,5-7 6-4 6-2 6-7(5) 7-5,5,F,353.0,9.0,2.0,166.0,98.0,67.0,43.0,27.0,2.0,6.0,10.0,4.0,203.0,135.0,88.0,32.0,27.0,13.0,20.0,1.0,13630.0,2.0,9595.0,2012,2010s,19.0,Novak Djokovic,18,2021
177,2012-520,Roland Garros,Clay,128,G,20120527,127,104745,2.0,,Rafael Nadal,L,185.0,ESP,25.9849418207,104925,1.0,,Novak Djokovic,R,188.0,SRB,25.0184804928,6-4 6-3 2-6 7-5,5,F,229.0,4.0,4.0,118.0,73.0,45.0,24.0,19.0,3.0,10.0,3.0,4.0,123.0,73.0,45.0,22.0,20.0,8.0,17.0,2.0,10060.0,1.0,11800.0,2012,2010s,7.0,Rafael Nadal,20,2020
178,2012-540,Wimbledon,Grass,128,G,20120625,127,103819,3.0,,Roger Federer,R,185.0,SUI,30.8802190281,104918,4.0,,Andy Murray,R,190.0,GBR,25.1143052704,4-6 7-5 6-3 6-4,5,F,204.0,12.0,3.0,131.0,90.0,68.0,20.0,21.0,5.0,7.0,16.0,1.0,157.0,88.0,61.0,33.0,20.0,8.0,12.0,3.0,9435.0,4.0,6980.0,2012,2010s,28.0,Roger Federer,20,2018
179,2012-560,US Open,Hard,128,G,20120827,127,104918,3.0,,Andy Murray,R,190.0,GBR,25.28678987,104925,2.0,,Novak Djokovic,R,188.0,SRB,25.2676249144,7-6(10) 7-5 2-6 3-6 6-2,5,F,294.0,5.0,4.0,150.0,99.0,62.0,24.0,25.0,9.0,18.0,7.0,5.0,165.0,103.0,65.0,26.0,24.0,8.0,15.0,4.0,7290.0,2.0,11270.0,2012,2010s,12.0,Andy Murray,3,2016
180,2013-580,Australian Open,Hard,128,G,20130114,127,104925,1.0,,Novak Djokovic,R,188.0,SRB,25.6509240246,104918,3.0,,Andy Murray,R,190.0,GBR,25.6700889802,6-7(2) 7-6(3) 6-3 6-2,5,F,220.0,8.0,3.0,134.0,84.0,63.0,33.0,21.0,4.0,4.0,7.0,4.0,131.0,81.0,64.0,24.0,20.0,8.0,11.0,1.0,12920.0,3.0,8000.0,2013,2010s,15.0,Novak Djokovic,18,2021
181,2013-520,Roland Garros,Clay,128,G,20130527,127,104745,3.0,,Rafael Nadal,L,185.0,ESP,26.9815195072,103970,4.0,,David Ferrer,R,175.0,ESP,31.151266256,6-3 6-2 6-3,5,F,136.0,5.0,2.0,87.0,61.0,43.0,11.0,13.0,9.0,12.0,1.0,5.0,85.0,53.0,31.0,8.0,13.0,8.0,16.0,4.0,6895.0,5.0,6740.0,2013,2010s,6.0,Rafael Nadal,20,2020
182,2013-540,Wimbledon,Grass,128,G,20130624,127,104918,2.0,,Andy Murray,R,190.0,GBR,26.1108829569,104925,1.0,,Novak Djokovic,R,188.0,SRB,26.0917180014,6-4 7-5 6-4,5,F,189.0,9.0,2.0,105.0,67.0,48.0,16.0,16.0,9.0,13.0,4.0,4.0,105.0,68.0,40.0,15.0,16.0,10.0,17.0,2.0,8560.0,1.0,11830.0,2013,2010s,13.0,Andy Murray,3,2016
183,2013-560,US Open,Hard,128,G,20130826,127,104745,2.0,,Rafael Nadal,L,185.0,ESP,27.2306639288,104925,1.0,,Novak Djokovic,R,188.0,SRB,26.264202601,6-2 3-6 6-4 6-1,5,F,201.0,1.0,1.0,121.0,78.0,51.0,24.0,17.0,8.0,11.0,6.0,2.0,102.0,69.0,40.0,16.0,17.0,5.0,11.0,2.0,8860.0,1.0,10980.0,2013,2010s,7.0,Rafael Nadal,20,2020
184,2014-580,Australian Open,Hard,128,G,20140113,127,104527,8.0,,Stan Wawrinka,R,183.0,SUI,28.7967145791,104745,1.0,,Rafael Nadal,L,185.0,ESP,27.613963039,6-3 6-2 3-6 6-3,5,F,141.0,19.0,2.0,96.0,53.0,46.0,22.0,18.0,4.0,6.0,1.0,3.0,108.0,84.0,50.0,10.0,17.0,10.0,15.0,8.0,3890.0,1.0,13130.0,2014,2010s,20.0,Stan Wawrinka,3,2016
185,2014-520,Roland Garros,Clay,128,G,20140526,127,104745,1.0,,Rafael Nadal,L,185.0,ESP,27.9780971937,104925,2.0,,Novak Djokovic,R,188.0,SRB,27.0116358658,3-6 7-5 6-2 6-4,5,F,211.0,3.0,4.0,120.0,84.0,61.0,18.0,19.0,6.0,9.0,11.0,3.0,126.0,82.0,59.0,16.0,20.0,4.0,10.0,1.0,12500.0,2.0,11850.0,2014,2010s,14.0,Rafael Nadal,20,2020
186,2014-540,Wimbledon,Grass,128,G,20140623,127,104925,1.0,,Novak Djokovic,R,188.0,SRB,27.0882956879,103819,4.0,,Roger Federer,R,185.0,SUI,32.8733744011,6-7(7) 6-4 7-6(4) 5-7 6-4,5,F,236.0,13.0,3.0,174.0,108.0,79.0,43.0,28.0,4.0,7.0,29.0,5.0,192.0,133.0,102.0,26.0,28.0,11.0,15.0,2.0,12330.0,4.0,4945.0,2014,2010s,42.0,Novak Djokovic,18,2021
187,2014-560,US Open,Hard,128,G,20140825,127,105227,14.0,,Marin Cilic,R,198.0,CRO,25.9055441478,105453,10.0,,Kei Nishikori,R,178.0,JPN,24.6543463381,6-3 6-3 6-3,5,F,114.0,18.0,3.0,86.0,45.0,36.0,25.0,14.0,8.0,9.0,2.0,1.0,75.0,39.0,22.0,21.0,13.0,6.0,11.0,16.0,1845.0,11.0,2680.0,2014,2010s,20.0,Marin Cilic,1,2014
188,2015-580,Australian Open,Hard,128,G,20150119,127,104925,1.0,,Novak Djokovic,R,188.0,SRB,27.6632443532,104918,6.0,,Andy Murray,R,190.0,GBR,27.6824093087,7-6(5) 6-7(4) 6-3 6-0,5,F,219.0,9.0,1.0,136.0,81.0,48.0,34.0,20.0,7.0,12.0,10.0,3.0,118.0,77.0,50.0,14.0,19.0,7.0,16.0,1.0,11405.0,6.0,4675.0,2015,2010s,19.0,Novak Djokovic,18,2021
189,2015-520,Roland Garros,Clay,128,G,20150524,127,104527,8.0,,Stan Wawrinka,R,183.0,SUI,30.1574264203,104925,1.0,,Novak Djokovic,R,188.0,SRB,28.0082135524,4-6 6-4 6-3 6-4,5,F,192.0,9.0,3.0,126.0,84.0,64.0,21.0,20.0,8.0,10.0,6.0,0.0,128.0,83.0,52.0,24.0,19.0,11.0,15.0,9.0,3845.0,1.0,13845.0,2015,2010s,15.0,Stan Wawrinka,3,2016
190,2015-540,Wimbledon,Grass,128,G,20150629,127,104925,1.0,,Novak Djokovic,R,188.0,SRB,28.1040383299,103819,2.0,,Roger Federer,R,185.0,SUI,33.8891170431,7-6(1) 6-7(10) 6-4 6-3,5,F,176.0,13.0,1.0,145.0,95.0,70.0,30.0,21.0,6.0,7.0,14.0,3.0,141.0,94.0,70.0,23.0,22.0,6.0,10.0,1.0,13845.0,2.0,9665.0,2015,2010s,27.0,Novak Djokovic,18,2021
191,2015-560,US Open,Hard,128,G,20150831,127,104925,1.0,,Novak Djokovic,R,188.0,SRB,28.2765229295,103819,2.0,,Roger Federer,R,185.0,SUI,34.0616016427,6-4 5-7 6-4 6-4,5,F,200.0,3.0,5.0,155.0,96.0,63.0,32.0,21.0,19.0,23.0,11.0,5.0,137.0,87.0,62.0,23.0,21.0,7.0,13.0,1.0,14865.0,2.0,9065.0,2015,2010s,14.0,Novak Djokovic,18,2021
192,2016-580,Australian Open,Hard,128,G,20160118,226,104925,1.0,,Novak Djokovic,R,188.0,SRB,28.6598220397,104918,2.0,,Andy Murray,R,190.0,GBR,28.6789869952,6-1 7-5 7-6,5,F,173.0,7.0,3.0,111.0,73.0,54.0,20.0,16.0,4.0,6.0,12.0,5.0,111.0,71.0,48.0,14.0,16.0,7.0,12.0,1.0,16790.0,2.0,8945.0,2016,2010s,19.0,Novak Djokovic,18,2021
193,2016-520,Roland Garros,Clay,128,G,20160523,226,104925,1.0,,Novak Djokovic,R,188.0,SRB,29.0047912389,104918,2.0,,Andy Murray,R,190.0,GBR,29.0239561944,3-6 6-1 6-2 6-4,5,F,183.0,4.0,3.0,110.0,76.0,49.0,20.0,17.0,7.0,10.0,5.0,3.0,109.0,55.0,34.0,22.0,17.0,7.0,14.0,1.0,16150.0,2.0,8435.0,2016,2010s,9.0,Novak Djokovic,18,2021
194,2016-540,Wimbledon,Grass,128,G,20160627,226,104918,2.0,,Andy Murray,R,190.0,GBR,29.1197809719,105683,6.0,,Milos Raonic,R,196.0,CAN,25.5003422313,6-4 7-6(3) 7-6(2),5,F,168.0,7.0,2.0,103.0,69.0,60.0,19.0,17.0,2.0,2.0,8.0,1.0,114.0,73.0,49.0,29.0,17.0,6.0,7.0,2.0,8915.0,7.0,3175.0,2016,2010s,15.0,Andy Murray,3,2016
195,2016-560,US Open,Hard,128,G,20160829,226,104527,3.0,,Stan Wawrinka,R,183.0,SUI,31.4223134839,104925,1.0,,Novak Djokovic,R,188.0,SRB,29.273100616,6-7(1) 6-4 7-5 6-3,5,F,234.0,9.0,3.0,164.0,92.0,65.0,37.0,22.0,14.0,17.0,6.0,7.0,123.0,63.0,49.0,32.0,21.0,4.0,10.0,3.0,4980.0,1.0,14840.0,2016,2010s,15.0,Stan Wawrinka,3,2016
196,2017-580,Australian Open,Hard,128,G,20170116,226,103819,17.0,,Roger Federer,R,185.0,SUI,35.4414784394,104745,9.0,,Rafael Nadal,L,185.0,ESP,30.6228610541,6-4 3-6 6-1 3-6 6-3,5,F,217.0,20.0,3.0,138.0,85.0,65.0,26.0,22.0,13.0,17.0,4.0,3.0,151.0,110.0,69.0,23.0,22.0,14.0,20.0,17.0,1980.0,9.0,3195.0,2017,2010s,24.0,Roger Federer,20,2018
197,2017-520,Roland Garros,Clay,128,G,20170529,226,104745,4.0,,Rafael Nadal,L,185.0,ESP,30.9869952088,104527,3.0,,Stan Wawrinka,R,183.0,SUI,32.1697467488,6-2 6-3 6-1,5,F,125.0,4.0,0.0,65.0,42.0,35.0,15.0,12.0,1.0,1.0,1.0,0.0,86.0,50.0,26.0,16.0,12.0,7.0,13.0,4.0,5375.0,3.0,5695.0,2017,2010s,5.0,Rafael Nadal,20,2020
198,2017-540,Wimbledon,Grass,128,G,20170703,226,103819,3.0,,Roger Federer,R,185.0,SUI,35.9014373717,105227,7.0,,Marin Cilic,R,198.0,CRO,28.7611225188,6-3 6-1 6-4,5,F,101.0,8.0,2.0,70.0,53.0,43.0,12.0,13.0,1.0,1.0,5.0,3.0,90.0,54.0,35.0,14.0,13.0,5.0,10.0,5.0,5265.0,6.0,4235.0,2017,2010s,13.0,Roger Federer,20,2018
199,2017-560,US Open,Hard,128,G,20170828,226,104745,1.0,,Rafael Nadal,L,185.0,ESP,31.2361396304,104731,28.0,,Kevin Anderson,R,203.0,RSA,31.279945243,6-3 6-3 6-4,5,F,147.0,1.0,1.0,72.0,45.0,38.0,19.0,14.0,0.0,0.0,10.0,4.0,108.0,64.0,47.0,16.0,14.0,5.0,9.0,1.0,7645.0,32.0,1360.0,2017,2010s,11.0,Rafael Nadal,20,2020
200,2018-580,Australian Open,Hard,128,G,20180115,701,103819,2.0,,Roger Federer,R,185.0,SUI,36.4380561259,105227,6.0,,Marin Cilic,R,198.0,CRO,29.2977412731,6-2 6-7(5) 6-3 3-6 6-1,5,F,183.0,24.0,4.0,139.0,84.0,67.0,32.0,23.0,7.0,9.0,16.0,5.0,141.0,88.0,61.0,27.0,22.0,7.0,13.0,2.0,9605.0,6.0,3805.0,2018,2010s,40.0,Roger Federer,20,2018
201,2018-520,Roland Garros,Clay,128,G,20180528,226,104745,1.0,,Rafael Nadal,L,185.0,ESP,31.9835728953,106233,7.0,,Dominic Thiem,R,185.0,AUT,24.7310061602,6-4 6-3 6-2,5,F,162.0,0.0,3.0,82.0,56.0,46.0,12.0,14.0,2.0,3.0,7.0,5.0,102.0,59.0,40.0,15.0,13.0,12.0,17.0,1.0,8770.0,8.0,3355.0,2018,2010s,7.0,Rafael Nadal,20,2020
202,2018-540,Wimbledon,Grass,128,G,20180702,226,104925,12.0,,Novak Djokovic,R,188.0,SRB,31.112936345,104731,8.0,,Kevin Anderson,R,203.0,RSA,32.1232032854,6-2 6-2 7-6(3),5,F,139.0,6.0,4.0,94.0,68.0,52.0,17.0,15.0,7.0,7.0,10.0,5.0,80.0,49.0,34.0,15.0,14.0,0.0,4.0,21.0,1715.0,8.0,3635.0,2018,2010s,16.0,Novak Djokovic,18,2021
203,2018-560,US Open,Hard,128,G,20180827,226,104925,6.0,,Novak Djokovic,R,188.0,SRB,31.266255989,105223,3.0,,Juan Martin del Potro,R,198.0,ARG,29.9247091034,6-3 7-6(4) 6-3,5,F,196.0,1.0,2.0,118.0,74.0,50.0,26.0,17.0,4.0,6.0,6.0,1.0,89.0,57.0,38.0,16.0,14.0,3.0,7.0,6.0,4445.0,3.0,5500.0,2018,2010s,7.0,Novak Djokovic,18,2021
204,2019-580,Australian Open,Hard,128,G,20190114,226,104925,1.0,,Novak Djokovic,R,188.0,SRB,31.6495550992,104745,2.0,,Rafael Nadal,L,185.0,ESP,32.6160164271,6-3 6-2 6-3,5,F,124.0,8.0,0.0,69.0,50.0,40.0,16.0,13.0,1.0,1.0,3.0,2.0,73.0,47.0,24.0,16.0,13.0,3.0,8.0,1.0,9135.0,2.0,7480.0,2019,2010s,11.0,Novak Djokovic,18,2021
205,2019-520,Roland Garros,Clay,128,G,20190527,1701,104745,2.0,,Rafael Nadal,L,185.0,ESP,32.9801505818,106233,4.0,,Dominic Thiem,R,185.0,AUT,25.7275838467,6-3 5-7 6-1 6-1,5,F,181.0,3.0,0.0,106.0,78.0,57.0,18.0,18.0,4.0,6.0,7.0,1.0,92.0,64.0,37.0,14.0,17.0,6.0,13.0,2.0,7945.0,4.0,4685.0,2019,2010s,10.0,Rafael Nadal,20,2020
206,2019-540,Wimbledon,Grass,128,G,20190701,226,104925,1.0,,Novak Djokovic,R,188.0,SRB,32.1095140315,103819,2.0,,Roger Federer,R,185.0,SUI,37.8945927447,7-6(5) 1-6 7-6(4) 4-6 13-12,5,F,297.0,10.0,9.0,219.0,136.0,101.0,39.0,34.0,6.0,13.0,25.0,6.0,203.0,127.0,100.0,39.0,34.0,5.0,8.0,1.0,12415.0,3.0,6620.0,2019,2010s,35.0,Novak Djokovic,18,2021
207,2019-560,US Open,Hard,128,G,20190826,226,104745,2.0,,Rafael Nadal,L,185.0,ESP,33.2292950034,106421,5.0,,Daniil Medvedev,R,,RUS,23.537303217,7-5 6-3 5-7 4-6 6-4,5,F,290.0,5.0,5.0,159.0,93.0,72.0,34.0,27.0,10.0,15.0,14.0,4.0,182.0,117.0,76.0,35.0,26.0,15.0,21.0,2.0,7945.0,5.0,4125.0,2019,2010s,19.0,Rafael Nadal,20,2020
208,2020-580,Australian Open,Hard,128,G,20200120,226,104925,2.0,,Novak Djokovic,R,188.0,SRB,32.6652977413,106233,5.0,,Dominic Thiem,R,185.0,AUT,26.379192334,6-4 4-6 2-6 6-3 6-4,5,F,239.0,9.0,5.0,134.0,87.0,66.0,24.0,24.0,7.0,12.0,13.0,5.0,170.0,108.0,75.0,28.0,23.0,7.0,12.0,2.0,9720.0,5.0,5890.0,2020,2020s,22.0,Novak Djokovic,18,2021
209,2020-560,Us Open,Hard,128,G,20200831,226,106233,2.0,,Dominic Thiem,R,185.0,AUT,26.9924709103,100644,5.0,,Alexander Zverev,R,198.0,GER,23.3648186174,2-6 4-6 6-4 6-3 7-6(6),5,F,242.0,8.0,8.0,165.0,103.0,70.0,30.0,26.0,10.0,18.0,15.0,15.0,157.0,101.0,71.0,23.0,24.0,6.0,13.0,3.0,7135.0,7.0,3630.0,2020,2020s,23.0,Dominic Thiem,1,2020
210,2020-520,Roland Garros,Clay,128,G,20200928,1701,104745,1.0,,Rafael Nadal,L,185.0,ESP,34.3216974675,104925,2.0,,Novak Djokovic,R,188.0,SRB,33.3552361396,6-0 6-2 7-5,5,F,161.0,4.0,1.0,84.0,55.0,37.0,19.0,13.0,4.0,5.0,1.0,4.0,99.0,66.0,33.0,16.0,13.0,11.0,18.0,2.0,9850.0,1.0,11260.0,2020,2020s,5.0,Rafael Nadal,20,2020
211,2021-580,Australian Open,Hard,128,G,20210208,226,104925,1.0,,Novak Djokovic,R,188.0,SRB,33.7193702943,106421,4.0,,Daniil Medvedev,R,,RUS,24.9938398357,7-5 6-2 6-2,5,F,113.0,3.0,2.0,78.0,52.0,38.0,15.0,14.0,2.0,4.0,6.0,4.0,77.0,49.0,34.0,9.0,14.0,4.0,11.0,1.0,12030.0,4.0,8715.0,2021,2020s,9.0,Novak Djokovic,18,2021
